Node_id ; adjacency_list
418586012 > [4537722096, 1827577633]
1534418437 > [2041362121, 346088700]
2871766616 > [276612589, 2871766615]
2871766611 > [276612593, 276578118]
4343924626 > [4343924625, 4343924627]
2871766610 > [276612597, 1203990383]
4343924627 > [4343924626, 4343924628]
4343924624 > [4343924623]
4343924625 > [4343924624, 4343924626]
2871766615 > [2871766610]
1534418440 > [1534418428, 1534418443]
418585998 > [3291915089]
1534418443 > [1534418440, 1534418461]
4343924628 > [4343924627, 4343924629]
4343924629 > [4343924628]
418585977 > [4044802124, 3182086061]
2696062269 > [3281866245, 293390682]
2037677281 > [2037677263]
2037677271 > [4821879632]
2037677255 > [2037677258]
1892513147 > [415660292]
2037677260 > [2037677261]
2037677261 > [2037677263, 2037677260]
2037677263 > [2037677281, 2037677261]
2037677258 > [4821879632, 2037677255]
2696062327 > [1316002397, 3280453001]
2696062325 > [2795761642]
1357337901 > [1357337210, 1357337141]
356716711 > [4574818409, 1682854837]
2696062298 > [2696062325]
5263604823 > [4036758262, 4062049406]
5255412947 > [5255412938, 5255412939]
5255412944 > [3719020653, 5255412931]
5255412945 > [5255409299]
5255412942 > [5255412931, 5255412940]
5255412943 > [5255412942]
5255412940 > [5255412942, 5255412932]
5255412938 > [5255412932, 5255412933]
5255412939 > [5255412947]
1357337873 > [1357336091, 1357336399]
5255412937 > [5255412938]
4274715442 > [4289847305, 2995706983]
5255412934 > [5255412933, 5255412935]
4274715443 > [2995706984, 2995706983]
5255412935 > [5255412934]
5255412932 > [5255412940, 5255412938]
4274715441 > [3676022918, 4289847305]
5255412933 > [5255412938, 5255412934]
5255412931 > [5255412944, 5255412942]
412884632 > [419754761]
2007789992 > [633573007, 2007789981]
2007789994 > [1940970488, 1940970483]
2007789995 > [1940970483, 2007789990]
2007789988 > [3258061445, 1950422460]
2007789989 > [1940970486, 2398115458]
2007789990 > [2007789995, 3421168937]
2007789991 > [2007789981, 2519801823]
5127616427 > [5127616428]
2007789984 > [3258061445]
5127616428 > [5127616429, 5127616427]
412884625 > [419754735]
2007789985 > [3405451655, 2007789987]
5127616429 > [5127616466, 1828571336]
2007789987 > [2007789985, 3066311674]
412884622 > [2094852045]
412884616 > [747613813, 4815711899]
412884619 > [419749661, 412884625]
412884611 > [4815711900]
356914016 > [290710025, 356913929]
2007789981 > [2007789992]
1866819844 > [356315951, 356315983]
3806979245 > [731246459, 731246445]
1866819842 > [356315919, 356315924]
3806979246 > [3806979255]
2161411742 > [357390727, 1152523517]
4045862765 > [2565958376, 4149493725]
356913929 > [356914016, 356913810]
1934652672 > [1495286209, 1495286211]
4045862775 > [4045862776]
1866819858 > [1866819725]
3806979248 > [3806984957, 3806979245]
3806979251 > [3806979250, 3806979253]
3806979250 > [731246445, 731246444]
3806979253 > [3806979251, 3806979254]
5186401151 > [4062794044, 5186401150]
5186401150 > [5186401151, 5186401149]
3806979255 > [3806979246, 3806984957]
4045862776 > [4045862775]
5186401149 > [4062794042, 4062794044]
3806979254 > [3806979253, 3806984958]
4062049406 > [5263604823, 5263391041]
5127616466 > [5080782872, 5127616429]
2161411752 > [457358381, 457358383]
1534418417 > [2041361993]
1534418428 > [2473040426, 1534418440]
1534418431 > [1534418437, 1534418410]
1534418401 > [1534418381, 2473040426]
1534418410 > [1534418431, 2153259125]
5186401155 > [5186401153]
5186401154 > [5186401156]
5186401153 > [5186401155]
2696062487 > [2696062327]
5186401156 > [5186401154, 5186401153]
2696062491 > [2312765842, 3281866245]
5186401164 > [5185972668, 4062794042]
1534418381 > [2473040407, 1534418401]
1534418380 > [2153259125, 1534418379]
1534418379 > [1534418380, 2153248943]
3774473761 > [3774473760]
3774473760 > [3774473759, 3774473761]
412884604 > [412884606, 412884616]
412884606 > [1734885117, 412884604]
3774473757 > [4631930020]
412884601 > [4815711903]
3774473759 > [3774473758, 3774473760]
3774473758 > [4631930020, 3774473759]
412884597 > [1734885122]
3424242416 > [3679737213]
412884598 > [412884622, 944833834]
1481072455 > [1481072456]
1481072462 > [1801691010, 1481072461]
1481072461 > [1481072462, 1481072460]
1481072460 > [1481072461, 1481072459]
1481072459 > [1481072460, 1481072458]
1866819656 > [1866819621]
1481072458 > [1481072459, 1481072457]
1481072457 > [1806851018, 1481072456]
1481072456 > [1481072457, 1481072455]
1481072471 > [1481072472, 1481072470]
1481072470 > [1481072471, 1801691015]
2167440930 > [427622953, 1805732553]
1866819665 > [1866819802]
1481072467 > [1801691013, 1481072466]
1481072466 > [1481072467, 1801691012]
1481072478 > [1481072480, 1481072477]
1481072477 > [1481072478, 2448162855]
1481072476 > [2448162855, 1481072475]
1481072475 > [1481072476, 1801691017]
2037677673 > [2037677707]
1481072474 > [1801691017, 1872594300]
1481072472 > [1872594300, 1481072471]
1481072487 > [1481072488, 1481072486]
1481072486 > [1481072487, 1481072485]
2167440913 > [427622956, 1805732547]
1481072485 > [1481072486, 1481072484]
1481072484 > [1481072485, 1481072483]
1481072483 > [1481072484, 1481072482]
1481072482 > [1481072483, 1801691018]
1481072480 > [1801691018, 1481072478]
2167440922 > [2167440907, 2167440926]
1481072491 > [1801691019]
1481072490 > [1801691019, 1481072489]
2167440926 > [2167440922]
1481072489 > [1481072490, 1481072488]
1481072488 > [1481072489, 1481072487]
1481072503 > [4706158567]
5269765418 > [346106486, 346106490]
2167440898 > [2167440886, 2167440904]
5269765417 > [5269765416]
2037677639 > [2037677596]
5269765416 > [2897072089, 5269765417]
2167440901 > [2167440891]
2167440904 > [2167440898, 2167440907]
2167440907 > [2167440904, 2167440922]
5269765415 > [1742549799, 346106486]
2950080746 > [2950076620]
1866819704 > [1866819741]
2950080747 > [2950076620]
2202960910 > [4411216004, 418315034]
4097700729 > [5092449284, 4097700730]
4097700730 > [4097700729, 5092449285]
2167441017 > [427622926, 3044980227]
2167441023 > [5093925912]
2167440994 > [2167440991, 2167440989]
2167440997 > [2167440991]
356913693 > [356913727, 356911986]
1866819621 > [1866819656]
2167440976 > [1805732617, 427622930]
2167440981 > [2167440989, 2167440974]
2037677596 > [2037677719, 2037677639]
2202960935 > [4815796280, 356383056]
2037677592 > [2037677754]
2167440989 > [2167440994, 2167440981]
2167440991 > [2167440997, 2167440994]
2167440963 > [2167440965]
2167440965 > [2167440963, 2167440966]
2167440966 > [2167440965, 2167440967]
2167440967 > [2167440966]
2167440969 > [2167440971, 2167440972]
356913727 > [356913810, 356913693]
2167440971 > [2167440974, 2167440969]
2167440972 > [2167440969]
2167440974 > [2167440981, 2167440971]
1934652624 > [1729024516, 1934652652]
1934652625 > [1934652581, 1934652619]
1934652631 > [1934652661, 1495286207]
1866819789 > [1457454881, 2224663685]
4097700777 > [4097700773, 4097700775]
4097700773 > [4097700772, 4097700777]
1934652617 > [1934652656]
4097700772 > [746267141, 418585512]
4097700775 > [4097700774, 806298324]
1934652619 > [1934652625, 1934652583]
4097700774 > [4097700775]
1934652622 > [419730625, 419730626]
1866819802 > [1866819665]
1934652656 > [1495286207, 1934652654]
2153940934 > [2153940935, 2153940933]
1934652661 > [1934652631]
2153940935 > [2153940936, 2153940934]
418586453 > [3484179915]
2153940933 > [2171705227]
4097700762 > [418585512, 4097700762]
2134407312 > [2134407308, 3280133017]
2153940939 > [2153940941, 2153940937]
2153940936 > [2153940937, 2153940935]
2153940937 > [2153940939, 2153940936]
2153940941 > [2153940939]
2134407304 > [2134407308, 2362755309]
2134407305 > [2593340962]
4097700751 > [1837270507, 418585511]
2134407307 > [2593340989]
2134407308 > [2134407312]
2167441028 > [1805732638, 1805732637]
2134407310 > [2593340989]
1934652647 > [1729024655, 4925737143]
1934652652 > [1934652624]
2167441037 > [2167441038]
1934652654 > [1934652656, 1495286209]
2167441038 > [2167441037]
2134407303 > [3280133021]
2037677745 > [2037677702]
1866819725 > [1866819858]
1934652572 > [4865893614, 1934652581]
2037677754 > [2037677592]
1307003447 > [3249109481]
356913810 > [356913929]
1866819741 > [1866819704]
2037677719 > [2037677596]
1934652597 > [1495286212, 1495286205]
1934652601 > [1934652652, 1934652606]
2196997400 > [2352318168]
1934652605 > [1934652631]
1934652606 > [1934652601, 419730622]
2161411876 > [357452540, 357452545]
2037677702 > [2037677745]
1934652581 > [1934652572, 1934652625]
1934652582 > [4865893614]
1934652583 > [1934652619]
1934652587 > [1495286210, 1934652622]
2037677705 > [2037677673]
2037677707 > [2037677673]
3158881353 > [3158881360, 3158881330]
3158881356 > [3158881350, 3158881359]
2192214702 > [1381602805, 3970186582]
1381325392 > [1381325345]
3158881357 > [3158881364, 3158881358]
3158881358 > [3158881357]
3158881359 > [3158881356, 3158881363]
3158881344 > [3158881369]
3158881347 > [419722813, 3158881350]
3158881348 > [3158881344, 3158881370]
3158881350 > [3158881347, 3158881356]
1381325381 > [1381325364]
3158881368 > [3158881363, 3158881374]
3158881369 > [3158881389, 3158881344]
3158881370 > [3158881348, 3158881416]
3158881374 > [3158881368, 3158881390]
3158881360 > [3158881366, 3158881353]
3158881361 > [3158881331, 3158881387]
3158881363 > [3158881359, 3158881368]
3158881364 > [3158881391, 3158881357]
3158881366 > [3158881360]
746267736 > [746267153]
3158881387 > [3158881361, 3158881423]
3158881389 > [3158881405, 3158881369]
3158881390 > [3158881374, 3158881395]
3158881391 > [3158881364]
3158881401 > [3158881436, 3158881387]
3158881402 > [3158881395, 3158881410]
3158881403 > [3158881431]
3158881405 > [3158881389]
4027447348 > [2470689186, 4925736109]
746267713 > [746268345, 746267130]
3158881395 > [3158881390, 3158881402]
457315198 > [457313605, 457315199]
4027447345 > [293390466, 4925737126]
457315199 > [457315198, 457315200]
3158881397 > [3158881405]
4027447347 > [4925737127, 2470689186]
4027447346 > [4874204166, 4874204169]
3158881399 > [3158881403, 4113775897]
3158881289 > [3158881297, 3158881284]
3158881291 > [3158881303]
3158881292 > [3158881299, 3158881279]
3158881293 > [3158881296, 3158881280]
3158881294 > [3158881281]
3158881280 > [3158881293, 3158881275]
1381325340 > [1381337029, 1381325364]
3158881281 > [3158881294]
3158881282 > [3158881245]
3158881284 > [3158881289]
2065920876 > [2065920910]
3158881287 > [3158881276]
3158881305 > [3158881318]
3158881306 > [2389029182, 3158881296]
3158881307 > [3158881321, 3158881310]
3158881309 > [419722825, 3158881331]
3158881310 > [3158881307]
3158881311 > [3158881322]
3158881296 > [3158881306, 3158881293]
3158881297 > [3154012601, 3158881289]
3158881298 > [1842665028, 3158881325]
3158881299 > [3158881319]
3158881303 > [3158881291]
1381325364 > [1381325381]
3158881321 > [3158881307]
3158881322 > [3158881311, 3158881333]
3158881324 > [4113775902]
3158881325 > [4797978346]
3158881314 > [3158881315, 3154012612]
3158881315 > [3158881314]
3158881317 > [3158881333, 2389029182]
746267670 > [746267087, 746268290]
3158881318 > [3158881305]
3158881319 > [3158881299]
3158881336 > [3158881322, 3158881328]
1381325345 > [1381325392]
1381325344 > [1381336982]
3158881328 > [3158881336, 3158881319]
3158881329 > [3158881310]
3158881330 > [3158881353, 3158881335]
3158881331 > [3158881309, 3158881361]
3158881333 > [419722823, 3158881317]
3158881335 > [3158881330, 3158881360]
2065920930 > [2065920929, 2065920933]
2065920929 > [2065920940, 2065920930]
3158881482 > [3158881472, 3158881493]
3158881483 > [3158881490, 3158881489]
3158881485 > [2486058302, 3158881488]
2065920933 > [2065920930, 2065920939]
2065920939 > [2065920924, 2065920961]
3158881472 > [3158881455, 3158881482]
2065920940 > [2065920966, 2065920929]
3158881479 > [3158881470]
746267883 > [746266604, 746265619]
3158881496 > [3158881488, 2419548538]
2065920944 > [2065920985, 2065920924]
3158881488 > [3158881485, 3158881496]
3158881489 > [3158881483]
746267873 > [746267274, 746268596]
3158881490 > [3158881483]
3158881493 > [3158881482, 419722827]
2065920956 > [1760622277, 1760622274]
3244607940 > [3244607954]
3244607942 > [3244607938]
2065920903 > [2065920905, 2065920908]
3244607938 > [3244607950, 3244607942]
3244607948 > [3244607950]
2065920905 > [2065920909, 2065920903]
3244607950 > [3244607948, 3244607938]
3244607944 > [3244607959]
2065920910 > [2065920876, 1807023706]
2065920909 > [2065920923, 2065920905]
2065920908 > [2065920903, 2065920915]
2065920915 > [2065920908, 2065920924]
3244607958 > [3244608061]
3244607959 > [3244607944, 3244607954]
3244607954 > [3244607959, 3244607940]
2065920923 > [2065920929, 2065920909]
3244607960 > [3244608073]
2065920924 > [2065920944, 2065920939]
746267844 > [746265616, 3066644738]
457315202 > [457315201, 457315203]
2065920995 > [2065920991]
746267835 > [746268565, 746267241]
3158881416 > [3158881370, 3158881425]
457315203 > [457315202, 457315204]
2065920994 > [2065920999, 2065920982]
457315200 > [457315199, 457315201]
2065920993 > [2065921002]
457315201 > [457315200, 457315202]
3158881419 > [5240882563]
457315206 > [457315205, 457315207]
2065920999 > [2065920994]
457315207 > [457315206, 457315208]
457315204 > [457315203, 457315205]
2065920997 > [2065920986, 2065921003]
457315205 > [457315204, 457315206]
3158881423 > [3158881387, 419722848]
2065921003 > [2065920997]
457315211 > [457313600, 457315212]
2065921002 > [2065921005, 2065920993]
457315208 > [457315207, 457315198]
3158881410 > [3158881402, 3158881411]
3158881411 > [3158881410, 419722821]
457315212 > [457315211]
2065921005 > [2065921017, 2065921002]
2065921004 > [2065920999]
3158881432 > [419722830, 1140983171]
746267816 > [746267226, 746268544]
3158881435 > [3158881463]
3158881436 > [3158881401]
1381325440 > [4370839364, 4370839366]
2065921019 > [2065921039, 2065921018]
3158881424 > [4114619789, 5240881866]
2065921018 > [1807023741]
3158881425 > [3158881416, 3158881432]
2065921017 > [2065921005]
3244607934 > [3244607935, 2550231245]
2065921016 > [2065921023, 2065921004]
3244607935 > [346038931, 3244607934]
3158881427 > [3158881431, 3158881428]
2065921023 > [2065921026, 2065921016]
3158881428 > [3158881427, 3158881430]
3158881430 > [3158881456]
3158881431 > [3158881403]
3158881448 > [3158881445, 3158881452]
2065920962 > [1760622279, 1760622277]
2065920961 > [2065920939, 2065920974]
746267801 > [753318465, 746267210]
3158881452 > [3158881448, 3158881463]
2065920966 > [2065920970, 2065920940]
2065920965 > [2065920977, 1807023718]
3158881455 > [419722848, 3158881472]
3158881440 > [5240881866]
2065920970 > [2065920975, 2065920966]
3158881441 > [4113775891, 3158881444]
3158881442 > [3158881446]
3158881443 > [3158881444]
2065920975 > [2065920974, 2065920970]
3158881444 > [3158881441, 3158881443]
2065920974 > [2065920961, 2065920975]
3158881445 > [3158881436, 3158881448]
3158881446 > [4797978328, 1140983146]
2065920973 > [1807023706, 2065920981]
2065920977 > [2065920999, 2065920965]
2065920982 > [2065920994]
3158881469 > [3158881471]
2065920981 > [2065920973, 2065920995]
3158881470 > [4114619781, 3158881479]
3158881471 > [3158881469]
447812169 > [1834906020]
3158881456 > [3196599390, 3158881430]
2065920986 > [2065920997]
3158881457 > [3196599390]
2065920985 > [1760622284, 2065920944]
447812171 > [747986983, 447812169]
447812173 > [447812356]
2065920991 > [2065920997, 2065920995]
3158881463 > [3158881452, 3158881435]
3585596596 > [3585596603, 3585596607]
3585596607 > [3585596596, 519560013]
3585596606 > [519560013, 519560012]
3585596604 > [3585596613, 3585596619]
3585596603 > [3585596612, 3585596596]
3585596602 > [519560014, 3585596613]
746267998 > [746266332, 3066632995]
3578125423 > [345749019]
746267984 > [746264765, 746267391]
746267988 > [746267396, 746264769]
3578125430 > [5125984251, 3774649145]
746267974 > [746265000, 746265395]
2473040423 > [2404351218, 2404351206]
3022830956 > [3024341491]
4062903146 > [4062903145, 4062903147]
2473040422 > [2473040410]
4062903147 > [4062903146]
2473040421 > [2473040402]
4062903144 > [4062903148, 4062903145]
4062903145 > [4062903144, 4062903146]
3022830952 > [4559833274, 3022830950]
2473040418 > [2557381603]
4062903151 > [415660291, 4062903152]
2473040417 > [2473040422, 4104100377]
4062903148 > [4062903142, 4062903144]
2473040416 > [2473040426]
3022830948 > [3022830947]
3022830950 > [3022830952, 356390232]
2473040427 > [2473040424, 2473040414]
4062903142 > [4062903148]
2473040426 > [1534418401, 1534418428]
3022830945 > [3022830946]
3022830946 > [3022830947, 3022830945]
2473040424 > [2473040402, 2473040427]
3022830947 > [3022830948, 3022830946]
2055631830 > [2055631833, 2055631834]
746267944 > [746267337, 746266920]
746267938 > [746268660]
4062903152 > [4062903151, 4062903153]
4062903153 > [4062903152]
2055631834 > [2055631830]
2055631833 > [2055631830]
2473040407 > [346088638, 1534418381]
5269762923 > [5269762922, 5269762924]
5269762922 > [3684911533, 3684911534]
3585596613 > [3585596602, 3585596604]
3585596612 > [3585596619, 3585596603]
746267912 > [746265190, 746265834]
