Node_id ; 'lat' and 'lon'
3240935622 >  lat = 55.9876403 lon = 92.884567
3240935617 >  lat = 55.9875037 lon = 92.8861852
3240935619 >  lat = 55.9875539 lon = 92.8851446
356390097 >  lat = 55.999421 lon = 92.9523528
3240935644 >  lat = 55.9884057 lon = 92.8861765
3240935645 >  lat = 55.9884233 lon = 92.8865628
1357336852 >  lat = 55.9535342 lon = 92.9282238
3240935647 >  lat = 55.9884523 lon = 92.8860897
3240935640 >  lat = 55.9881272 lon = 92.8819009
3240935641 >  lat = 55.9883317 lon = 92.8812815
418584837 >  lat = 56.0231178 lon = 92.8758846
3240935643 >  lat = 55.9884045 lon = 92.881061
418584841 >  lat = 56.0210145 lon = 92.8770675
3240935638 >  lat = 55.9880934 lon = 92.8844535
3240935639 >  lat = 55.9881043 lon = 92.8849652
418584846 >  lat = 56.0206748 lon = 92.8788857
3240935633 >  lat = 55.987922 lon = 92.8831189
418584845 >  lat = 56.0208255 lon = 92.8783199
418584844 >  lat = 56.0209329 lon = 92.8781282
2414317031 >  lat = 56.0073305 lon = 92.9632922
2414317030 >  lat = 56.007353 lon = 92.9632762
2414317029 >  lat = 56.0077278 lon = 92.9630147
2414317028 >  lat = 56.0078781 lon = 92.963715
2414317027 >  lat = 56.0082244 lon = 92.9634803
1357337313 >  lat = 55.9536341 lon = 92.9259492
2187165786 >  lat = 56.0143325 lon = 92.8509013
2187165777 >  lat = 56.0135446 lon = 92.8509896
2187165776 >  lat = 56.0147618 lon = 92.8379495
2187165779 >  lat = 56.0134394 lon = 92.8488871
2187165771 >  lat = 56.013085 lon = 92.8489487
3759792697 >  lat = 55.9887818 lon = 92.8560732
3759792696 >  lat = 55.988734 lon = 92.8564951
1357337285 >  lat = 55.955952 lon = 92.9298368
3785876356 >  lat = 55.9892961 lon = 92.9669196
3785876355 >  lat = 55.9888838 lon = 92.9675229
3759792701 >  lat = 55.9890356 lon = 92.8550757
3759792703 >  lat = 55.9896741 lon = 92.8563285
3785876353 >  lat = 55.9890354 lon = 92.9663852
3759792702 >  lat = 55.9890955 lon = 92.8543512
2334165256 >  lat = 56.0443568 lon = 92.9438603
3759792689 >  lat = 55.9883097 lon = 92.8556737
3759792688 >  lat = 55.9882239 lon = 92.8588437
3759792691 >  lat = 55.988368 lon = 92.8559479
3759792690 >  lat = 55.9883699 lon = 92.8550261
3759792693 >  lat = 55.9885896 lon = 92.8588256
3759792692 >  lat = 55.9885221 lon = 92.8549227
3759792695 >  lat = 55.9886634 lon = 92.8575266
3759792681 >  lat = 55.9879014 lon = 92.8574876
3818512809 >  lat = 56.0450851 lon = 92.8904077
3818512808 >  lat = 56.044914 lon = 92.8894717
3759792683 >  lat = 55.9877177 lon = 92.8592948
3759792682 >  lat = 55.9877659 lon = 92.8588204
3759792685 >  lat = 55.9881851 lon = 92.854088
3759792684 >  lat = 55.9879974 lon = 92.8563372
